,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
3023,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2013,0.007111291715345152,140.0
3024,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,2010,2017,,283,Internationalised internal,2013,0.07327745268596131,1390.0
3025,DR Congo (Zaire),490.0,COD,Africa,196.0,Government of DR Congo (Zaire) vs. Kata Katanga,2011,2016,,265,Internal,2013,0.47959183673469385,94.0
3026,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2013,0.03765387400434468,52.0
3027,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2013,0.011595547309833023,25.0
3028,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,2009,2013,,421,Internal,2013,0.03473053892215569,29.0
3029,India,750.0,IND,Asia,117.0,Government of India vs. GNLA,2010,2016,,11342,Internal,2013,0.1623931623931624,19.0
3030,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2013,0.013592233009708738,14.0
3031,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2013,0.0076045627376425855,6.0
3032,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2013,0.008262124384584913,146.0
3033,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2013,0.006109979633401222,3.0
3034,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,2004,2017,,227,Internal,2013,0.0344149459193707,210.0
3035,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,2013,0.001702127659574468,2.0
3036,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2013,0.009221311475409836,9.0
3037,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,2005,2017,,338,Internal,2013,0.009228187919463088,11.0
3038,Iraq,645.0,IRQ,Middle East,63030.0,Government of Iraq vs. SCIRI,2004,2017,,259,Internal,2013,0.029668411867364748,1870.0
3039,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,2013,0.0012775471095496647,8.0
3040,Malaysia,820.0,MYS,Asia,70.0,Government of Malaysia vs. Sultanate of Sulu,2013,2013,,11487,Internal,2013,1.0,70.0
3041,Mali,432.0,MLI,Africa,1601.0,Government of Mali vs. AQIM,2009,2017,,11347,Internal,2013,0.5259212991880075,842.0
3042,Mali,432.0,MLI,Africa,803.0,Government of Mali vs. MPA,2012,2017,,372,Internal,2013,0.014943960149439602,12.0
3043,Mozambique,541.0,MOZ,Africa,4450.0,Government of Mozambique vs. Renamo,1989,2016,,332,Internationalised internal,2013,0.006067415730337079,27.0
3044,Myanmar (Burma),775.0,MMR,Asia,1605.0,Government of Myanmar (Burma) vs. KIO,1989,2017,,231,Internal,2013,0.0778816199376947,125.0
3045,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,2010,2015,,221,Internal,2013,0.00901098901098901,41.0
3046,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2013,0.040806293018682396,83.0
3047,Myanmar (Burma),775.0,MMR,Asia,214.0,Government of Myanmar (Burma) vs. NMSP,1990,2013,,224,Internal,2013,0.014018691588785047,3.0
3048,Myanmar (Burma),775.0,MMR,Asia,220.0,Government of Myanmar (Burma) vs. PSLF,1994,2017,,13349,Internal,2013,0.1318181818181818,29.0
3049,Nigeria,475.0,NGA,Africa,11894.0,Government of Nigeria vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2009,2017,,297,Internal,2013,0.13695981166974946,1629.0
3050,Pakistan,770.0,PAK,Asia,1221.0,Government of Pakistan vs. BLA,2004,2017,,325,Internal,2013,0.0647010647010647,79.0
3051,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,2007,2017,,404,Internal,2013,0.06085681365874097,1743.0
3052,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,2013,0.00044195639363582795,3.0
3053,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2013,0.0207286432160804,165.0
3054,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,2013,0.04388048506063258,351.0
3055,Russia,365.0,RUS,Europe,2946.0,Government of Russia (Soviet Union) vs. Forces of the Caucasus Emirate,2007,2017,,432,Internal,2013,0.10896130346232179,321.0
3056,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,2013,0.005361930294906166,8.0
3057,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",2008,2017,,337,Internal,2013,0.029330088302287123,940.0
3058,South Sudan (merged with Sudan),626.0,SDN,Africa,368.0,Government of South Sudan vs. Government of Sudan,2012,2014,,11348,Interstate,2013,0.002717391304347826,1.0
3059,South Sudan (merged with Sudan),626.0,SDN,Africa,4639.0,"Government of South Sudan vs. SSDM/A, SSLM/A",2013,2013,,11345,Internal,2013,0.19961198534166846,926.0
3060,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,2007,2013,,309,Internal,2013,0.012145914000407581,596.0
3061,Syria,652.0,SYR,Middle East,37188.0,Government of Syria vs. IS,2013,2017,,13604,Interstate,2013,0.014628375,544.0
3062,Syria,652.0,SYR,Middle East,123.0,Government of Syria vs. PYD,2012,2015,,13042,Interstate,2013,0.341463415,42.0
3063,Syria,652.0,SYR,Middle East,233084.0,Government of Syria vs. Syrian insurgents,2011,2017,,299,Interstate,2013,0.293898337,68503.0
3064,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",2005,2013,,395,Internal,2013,0.0003266550522648084,3.0
3065,Thailand,800.0,THA,Asia,1823.0,Government of Thailand vs. Patani insurgents,2003,2017,,423,Internal,2013,0.10367526055951728,189.0
3066,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2013,0.001026518391787853,30.0
3067,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2013,0.0067177594852871605,71.0
3068,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2013,0.009989665862900447,29.0
3069,Afghanistan,700.0,AFG,Middle East,4767.0,Government of United States of America vs. al-Qaida,2001,2017,,418,Internationalised internal,2013,0.00776169498636459,37.0
3070,Yemen (North),678.0,YAR,Middle East,17391.0,Government of Yemen (North Yemen) vs. AQAP,2009,2017,,230,Internationalised internal,2013,0.03346558564774883,582.0
3071,Australia,900.0,AUS,Asia,41.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.024390244,1.0
3072,Denmark,390.0,DNK,Europe,43.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.023255814,1.0
3073,Georgia,372.0,GEO,Europe,29.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.344827586,10.0
3074,Germany,255.0,DEU,Europe,54.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.018518519,1.0
3075,Italy,325.0,ITA,Europe,48.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.020833333,1.0
3076,Poland,290.0,POL,Europe,40.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.1,4.0
3077,Romania,360.0,ROU,Europe,24.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.083333333,2.0
3078,Slovakia,317.0,SVK,Europe,3.0,War in Afghanistan,2001,2017,,418,Interstate,2013,1.0,3.0
3079,United Kingdom,200.0,GBR,Europe,455.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.01978022,9.0
3080,United States,2.0,USA,Americas,2406.0,War in Afghanistan,2001,2017,,418,Interstate,2013,0.053200332999999995,128.0
3081,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1989,2016,,333,Internationalised internal,2014,0.06934443802158455,12356.0
3082,Algeria,615.0,DZA,Africa,50.0,Government of Algeria vs. IS,2014,2017,,13721,Internal,2014,0.08,4.0
3083,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1998,2017,,386,Internal,2014,0.0056652724095939,107.0
3084,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1992,2017,,387,Internal,2014,0.0,0.0
3085,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2014,0.008417200365965233,46.0
3086,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,2012,2015,,287,Internal,2014,0.005550521069324876,49.0
3087,Central African Republic,482.0,CAF,Africa,911.0,Government of Central African Republic vs. Military faction (forces of Andr? Kolingba),2013,2014,,416,Internationalised internal,2014,0.010976948408342482,10.0
3088,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2014,0.006908111952049576,136.0
3089,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,2010,2017,,283,Internationalised internal,2014,0.004164689756971902,79.0
3090,DR Congo (Zaire),490.0,COD,Africa,196.0,Government of DR Congo (Zaire) vs. Kata Katanga,2011,2016,,265,Internal,2014,0.3010204081632653,59.0
3091,Egypt,651.0,EGY,Africa,1436.0,Government of Egypt vs. IS,2014,2017,,13648,Internal,2014,0.016713091922005572,24.0
3092,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,2014,2014,,391,Internal,2014,0.19721329046087888,184.0
3093,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2014,0.018102824040550327,25.0
3094,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2014,0.002319109461966605,5.0
3095,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,2013,2015,,421,Internal,2014,0.046706586826347304,39.0
3096,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2014,,335,Internal,2014,0.005,3.0
3097,India,750.0,IND,Asia,117.0,Government of India vs. GNLA,2010,2016,,11342,Internal,2014,0.2222222222222222,26.0
3098,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2014,0.020388349514563107,21.0
3099,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2014,0.02788339670468948,22.0
3100,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2014,0.009733461603757569,172.0
3101,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2014,0.028513238289205704,14.0
3102,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,2004,2017,,227,Internal,2014,0.0319567354965585,195.0
3103,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,2014,0.00425531914893617,5.0
3104,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2014,0.00819672131147541,8.0
3105,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,2005,2017,,338,Internal,2014,0.0016778523489932886,2.0
3106,Iraq,645.0,IRQ,Middle East,63030.0,Government of Iraq vs. SCIRI,2004,2017,,259,Internal,2014,0.192749484372521,12149.0
3107,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,2014,0.26812519961673587,1679.0
3108,Lebanon,660.0,LBN,Middle East,289.0,Government of Lebanon vs. IS,2014,2017,,13675,Internal,2014,0.4359861591695502,126.0
3109,Libya,620.0,LBY,Africa,2731.0,"Government of Libya vs. Forces of Muammar Gaddafi, NTC",2014,2014,,11346,Internal,2014,0.11790552911021604,322.0
3110,Mali,432.0,MLI,Africa,1601.0,Government of Mali vs. AQIM,2009,2017,,11347,Internal,2014,0.06183635227982511,99.0
3111,Mali,432.0,MLI,Africa,803.0,Government of Mali vs. MPA,2012,2017,,372,Internal,2014,0.11706102117061021,94.0
3112,Mozambique,541.0,MOZ,Africa,4450.0,Government of Mozambique vs. Renamo,1989,2016,,332,Internationalised internal,2014,0.004719101123595505,21.0
3113,Myanmar (Burma),775.0,MMR,Asia,1605.0,Government of Myanmar (Burma) vs. KIO,1989,2017,,231,Internal,2014,0.051713395638629284,83.0
3114,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2014,0.0032967032967032967,15.0
3115,Myanmar (Burma),775.0,MMR,Asia,492.0,Government of Myanmar (Burma) vs. MNDAA,2009,2017,,439,Internal,2014,0.13617886178861788,67.0
3116,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,2006,2016,,264,Internal,2014,0.00344149459193707,7.0
3117,Myanmar (Burma),775.0,MMR,Asia,220.0,Government of Myanmar (Burma) vs. PSLF,1994,2017,,13349,Internal,2014,0.16818181818181818,37.0
3118,Myanmar (Burma),775.0,MMR,Asia,626.0,Government of Myanmar (Burma) vs. RSO,1991,2014,,223,Internal,2014,0.0,0.0
3119,Nigeria,475.0,NGA,Africa,11894.0,Government of Nigeria vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2009,2017,,297,Internal,2014,0.40188330250546495,4780.0
3120,Pakistan,770.0,PAK,Asia,1221.0,Government of Pakistan vs. BLA,2004,2017,,325,Internal,2014,0.08108108108108109,99.0
3121,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,2007,2017,,404,Internal,2014,0.10289445200935722,2947.0
3122,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,2014,0.0008839127872716559,6.0
3123,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2014,0.02386934673366834,190.0
3124,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,2014,0.035254406800850104,282.0
3125,Russia,365.0,RUS,Europe,2946.0,Government of Russia (Soviet Union) vs. Forces of the Caucasus Emirate,2007,2017,,432,Internal,2014,0.05668703326544467,167.0
3126,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",2008,2017,,337,Internal,2014,0.03603856594589535,1155.0
3127,South Sudan (merged with Sudan),626.0,SDN,Africa,368.0,Government of South Sudan vs. Government of Sudan,2012,2014,,11348,Interstate,2014,0.0,0.0
3128,South Sudan (merged with Sudan),626.0,SDN,Africa,4639.0,"Government of South Sudan vs. SSDM/A, SSLM/A",2013,2017,,11345,Internal,2014,0.35934468635481787,1667.0
3129,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,2011,2017,,309,Internal,2014,0.017444467087833707,856.0
3130,Syria,652.0,SYR,Middle East,37188.0,Government of Syria vs. IS,2013,2017,,13604,Interstate,2014,0.04353554900000001,1619.0
3131,Syria,652.0,SYR,Middle East,233084.0,Government of Syria vs. Syrian insurgents,2011,2017,,299,Interstate,2014,0.234022927,54547.0
3132,Thailand,800.0,THA,Asia,1823.0,Government of Thailand vs. Patani insurgents,2003,2017,,423,Internal,2014,0.03730115194733955,68.0
3133,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2014,0.00034217279726261765,10.0
3134,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2014,0.023937931687009178,253.0
3135,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2014,0.21047192559421288,611.0
3136,Ukraine,369.0,UKR,Europe,1996.0,Government of Ukraine vs. DPR,2014,2014,,13246,Internationalised internal,2014,1.0,1996.0
3137,Ukraine,369.0,UKR,Europe,712.0,Government of Ukraine vs. LPR,2014,2014,,13247,Internationalised internal,2014,1.0,712.0
3138,Ukraine,369.0,UKR,Europe,88.0,Government of Ukraine vs. Maidan,2014,2014,,13219,Internal,2014,1.0,88.0
3139,Ukraine,369.0,UKR,Europe,3526.0,Government of Ukraine vs. United Armed Forces of Novorossiya,2014,2015,,13306,Internationalised internal,2014,0.4418604651162791,1558.0
3140,Afghanistan,700.0,AFG,Middle East,4767.0,Government of United States of America vs. al-Qaida,2001,2017,,418,Internationalised internal,2014,0.005034612964128383,24.0
3141,Yemen (North),678.0,YAR,Middle East,17391.0,Government of Yemen (North Yemen) vs. AQAP,2009,2017,,230,Internationalised internal,2014,0.09545167040423208,1660.0
3142,Australia,900.0,AUS,Asia,41.0,War in Afghanistan,2001,2017,,418,Interstate,2014,0.024390244,1.0
3143,Czech Republic,316.0,CZE,Europe,10.0,War in Afghanistan,2001,2017,,418,Interstate,2014,0.5,5.0
3144,Poland,290.0,POL,Europe,40.0,War in Afghanistan,2001,2017,,418,Interstate,2014,0.025,1.0
3145,United Kingdom,200.0,GBR,Europe,455.0,War in Afghanistan,2001,2017,,418,Interstate,2014,0.013186813,6.0
3146,United States,2.0,USA,Americas,2406.0,War in Afghanistan,2001,2017,,418,Interstate,2014,0.022859518,55.0
3147,United States,2.0,USA,Americas,4541.0,War in Iraq,2003,2017,,259,Interstate,2014,0.0008808630000000001,4.0
3148,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1995,2017,,333,Internationalised internal,2015,0.09305601544479553,16581.0
3149,Afghanistan,700.0,AFG,Middle East,5590.0,Government of Afghanistan vs. IS,2015,2017,,13637,Internationalised internal,2015,0.12057245080500895,674.0
3150,Algeria,615.0,DZA,Africa,50.0,Government of Algeria vs. IS,2014,2017,,13721,Internal,2015,0.52,26.0
3151,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1998,2017,,386,Internal,2015,0.0044475035738868,84.0
3152,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1992,2017,,387,Internal,2015,0.003976143141153081,2.0
3153,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2015,0.013174748398902104,72.0
3154,Bangladesh,771.0,BGD,Asia,89.0,Government of Bangladesh vs. IS,2015,2017,,13674,Internal,2015,0.011235955056179775,1.0
3155,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,2012,2015,,287,Internal,2015,0.01619845944721341,143.0
3156,Cameroon,471.0,CMR,Africa,495.0,Government of Cameroon vs. IS,2015,2017,,13638,Internationalised internal,2015,0.5717171717171717,283.0
3157,Cameroon,471.0,CMR,Africa,807.0,Government of Cameroon vs. Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2015,2017,,353,Internationalised internal,2015,0.8822800495662949,712.0
3158,Chad,483.0,TCD,Africa,347.0,Government of Chad vs. IS,2015,2017,,13640,Internal,2015,0.7838616714697406,272.0
3159,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2015,0.007060496774521257,139.0
3160,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,2010,2017,,283,Internationalised internal,2015,0.0008434814697664611,16.0
3161,DR Congo (Zaire),490.0,COD,Africa,196.0,Government of DR Congo (Zaire) vs. Kata Katanga,2011,2016,,265,Internal,2015,0.05612244897959184,11.0
3162,Egypt,651.0,EGY,Africa,1436.0,Government of Egypt vs. IS,2014,2017,,13648,Internal,2015,0.5222841225626741,750.0
3163,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2015,0.018102824040550327,25.0
3164,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2015,0.011595547309833023,25.0
3165,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,2013,2015,,421,Internal,2015,0.013173652694610778,11.0
3166,India,750.0,IND,Asia,117.0,Government of India vs. GNLA,2010,2016,,11342,Internal,2015,0.1623931623931624,19.0
3167,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2015,0.02233009708737864,23.0
3168,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2015,0.0076045627376425855,6.0
3169,India,750.0,IND,Asia,96.0,Government of India vs. KNF,1993,2015,,438,Internal,2015,0.020833333333333332,2.0
